"codice-isil";"denominazione";"indirizzo";"frazione";"cap";"comune";"codice istat comune";"provincia";"regione";"codice istat provincia";"latitudine";"longitudine";"telefono";"fax";"email";"url"
"IT-AL0089";"Biblioteca civica";"Piazza G. Carducci 2";"";"15069";"Serravalle Scrivia";"006160";"Alessandria";"PIEMONTE";"006";"44,722731";"8,85785";"+39 014361444";"+39 014361522";"";""
"IT-AL0090";"Biblioteca civica";"Piazza Libertà 37";"";"15079";"Sezzadio";"006161";"Alessandria";"PIEMONTE";"006";"44,785671";"8,5721118";"+39 0131703119";"+39 0131703240";"";""
"IT-AL0091";"Biblioteca civica";"Via G. Marconi 1";"";"15029";"Solero";"006163";"Alessandria";"PIEMONTE";"006";"44,9195173";"8,5077366";"+39 0131217213";"+39 0131217720";"";""
"IT-AL0092";"Biblioteca civica";"Piazza Castello 1";"";"15020";"Solonghello";"006164";"Alessandria";"PIEMONTE";"006";"45,1309507";"8,2816083";"+39 0142944141";"+39 0142944141";"";""
"IT-AL0093";"Biblioteca civica";"Piazza G. Garibaldi 19";"";"15018";"Spigno Monferrato";"006165";"Alessandria";"PIEMONTE";"006";"44,5429699";"8,3351063";"+39 014491155";"+39 014491244";"";""
"IT-AL0094";"Biblioteca civica";"Piazza Risorgimento 4";"";"15060";"Stazzano";"006167";"Alessandria";"PIEMONTE";"006";"44,7269445";"8,867483";"+39 014365303";"+39 014362890";"";""
"IT-AL0095";"Biblioteca civica";"Piazza G. Matteotti 8";"";"15019";"Strevi";"006168";"Alessandria";"PIEMONTE";"006";"44,698461";"8,5222165";"+39 0144363124";"+39 0144372741";"";""
"IT-AL0098";"Biblioteca civica";"Via Gallaretto 11";"";"15010";"Terzo";"006172";"Alessandria";"PIEMONTE";"006";"44,6696219";"8,4209876";"+39 0144594264";"+39 0144594461";"";""
"IT-AL0099";"Biblioteca civica";"Via Vittorio Veneto 10";"";"15040";"Ticineto";"006173";"Alessandria";"PIEMONTE";"006";"45,09608";"8,55517";"+39 0142411117";"+39 0142411600";"";""
"IT-AL0100";"Biblioteca civica";"Via Ammiraglio Mirabello 1";"";"15057";"Tortona";"006174";"Alessandria";"PIEMONTE";"006";"44,898288";"8,8680629";"+39 0131821302";"+39 0131821595";"biblioteca@comune.tortona.al.it";"http://www.comune.tortona.al.it/Sezione.jsp?idSezione=573"
"IT-AL0101";"Biblioteca del Seminario diocesano";"Via Seminario, 3";"";"15057";"Tortona";"006174";"Alessandria";"PIEMONTE";"006";"44,8976286";"8,8664597";"+39 0131.816609";"+39 0131.816607";"beniculturali@diocesitortona.it";""
"IT-AL0102";"Biblioteca civica";"Via Roma 17";"";"15030";"Treville";"006175";"Alessandria";"PIEMONTE";"006";"45,097273";"8,359639";"+39 0142487141";"";"";""
"IT-AL0104";"Biblioteca civica";"Piazza XXXI Martiri 1";"";"15048";"Valenza";"006177";"Alessandria";"PIEMONTE";"006";"45,012268";"8,6441846";"";"+39 0131946082";"biblioteca@comune.valenza.al.it";"http://www.comune.valenza.al.it/italian/biblioteca_civica.php?iExpand1=4&idnews="
"IT-AL0105";"Biblioteca civica";"Via Ticineto";"";"15040";"Valmacca";"006178";"Alessandria";"PIEMONTE";"006";"45,1001462";"8,5785915";"+39 0142410154";"+39 0142410576";"";""
"IT-AL0106";"Biblioteca civica";"Viale Vochieri 2";"";"15060";"Vignole Borbera";"006180";"Alessandria";"PIEMONTE";"006";"44,7084832";"8,8905891";"+39 014367301-2";"+39 014367302";"";""
"IT-AL0107";"Biblioteca civica";"Piazza Martiri 6";"";"15020";"Villadeati";"006182";"Alessandria";"PIEMONTE";"006";"45,0708737";"8,1651713";"+39 0141902020";"+39 0141902020";"";""
"IT-AL0108";"Biblioteca civica Giuseppe Demichelis";"Via Alzona 13";"";"15030";"Villanova Monferrato";"006185";"Alessandria";"PIEMONTE";"006";"45,1820229";"8,4780347";"+39 0142483121";"+39 0142483705";"";""
"IT-AL0110";"Biblioteca civica";"Via S. Maria 1";"";"15060";"Basaluzzo";"006012";"Alessandria";"PIEMONTE";"006";"44,7678912";"8,7087182";"+39 0143489107";"+39 0143489370";"";""
"IT-AL0111";"Biblioteca dei Salesiani Don Bosco";"Collegio San Carlo - Via Roma 1";"";"15032";"Borgo San Martino";"006020";"Alessandria";"PIEMONTE";"006";"45,0894811";"8,5237404";"+39 0142429121";"";"";""
"IT-AL0112";"Biblioteca civica";"Via Cavour";"";"15060";"Cabella Ligure";"006025";"Alessandria";"PIEMONTE";"006";"44,6730016";"9,0966022";"+39 014399006";"+39 014399006";"";""
"IT-AL0113";"Biblioteca civica";"Municipio";"";"15050";"Brignano-Frascata";"006024";"Alessandria";"PIEMONTE";"006";"44,8280475";"9,0061731";"+39 0131784623";"+39 0131784623";"";""
"IT-AL0114";"Biblioteca civica Giovanni Canna";"Via Corte d'appello 12";"";"15033";"Casale Monferrato";"006039";"Alessandria";"PIEMONTE";"006";"45,1340432";"8,4522332";"+39 0142452055";"+39 0142444312";"";""
"IT-AL0118";"Biblioteca civica";"Via Roma 17";"Perno Inferiore";"15020";"Castelletto Merli";"006050";"Alessandria";"PIEMONTE";"006";"45,068907";"8,241619";"+39 0141918123";"+39 0141918123";"";""
"IT-AL0119";"Biblioteca civica";"Piazza Martiri internati";"";"15020";"Cerrina Monferrato";"006059";"Alessandria";"PIEMONTE";"006";"45,120231";"8,2153425";"+39 0142943421";"+39 0142943817";"";""
"IT-AL0120";"Biblioteca civica Elena Cavallero";"Piazza Ercole";"";"15023";"Felizzano";"006068";"Alessandria";"PIEMONTE";"006";"44,897853";"8,4356672";"+39 0131791122";"+39 0131772629";"";""
"IT-AL0121";"Centro di documentazione della Comunita' montana valli Curone Grue Ossona";"";"Lunassi";"15050";"Fabbrica Curone";"006067";"Alessandria";"PIEMONTE";"006";"44,7848854";"9,1475906";"+39 0131786198";"+39 0131786544";"";""
"IT-AL0122";"Biblioteca civica";"Via G. Marconi 69";"";"15064";"Fresonara";"006074";"Alessandria";"PIEMONTE";"006";"44,7815841";"8,6904218";"+39 0143480166";"";"";""
"IT-AL0123";"Biblioteca civica coniugi Maria ed Eraldo Ighina";"Piazza Cereseto 7";"";"15076";"Ovada";"006121";"Alessandria";"PIEMONTE";"006";"44,639405";"8,6457583";"+39 014381774";"";"";""
"IT-AL0124";"Biblioteca civica";"Piazza Umberto I  1";"";"15040";"Pietra Marazzi";"006129";"Alessandria";"PIEMONTE";"006";"44,944098";"8,670661";"+39 0131355124";"+39 0131355124";"";""
"IT-AL0127";"Biblioteca civica";"Piazza del Popolo";"";"15049";"Vignale Monferrato";"006179";"Alessandria";"PIEMONTE";"006";"45,0107008";"8,3965173";"+39 0142923001";"+39 0142933651";"";""
"IT-AL0128";"Biblioteca civica";"Piazza Libertà 8";"";"15058";"Viguzzolo";"006181";"Alessandria";"PIEMONTE";"006";"44,9051714";"8,919159";"+39 0131899316";"+39 0131898611";"";""
"IT-AL0130";"Biblioteca del Seminario vescovile monsignor C. G. Capra";"Piazza Duomo, 6";"";"15011";"Acqui Terme";"006001";"Alessandria";"PIEMONTE";"006";"44,6742314";"8,4706708";"+39 0144.57620";"+39 0144.55265";"AT007@biblioteche.reteunitaria.piemonte.it";"http://www.diocesiacqui.piemonte.it/biblioteca.htm"
"IT-AL0131";"Biblioteca del Club alpino italiano - CAI";"Via Monteverde 44";"";"15011";"Acqui Terme";"006001";"Alessandria";"PIEMONTE";"006";"44,6731213";"8,4695578";"";"";"";""
"IT-AL0134";"Biblioteca del Conservatorio statale di musica Antonio Vivaldi";"Via Parma 1";"";"15100";"Alessandria";"006003";"Alessandria";"PIEMONTE";"006";"44,912547";"8,6173034";"+39 0131231253";"+39 0131236971";"";""
"IT-AL0135";"Biblioteca dell'Istituto per la storia della Resistenza e della societa' contemporanea in provincia di Alessandria - ISRAL";"Via dei Guasco 49";"";"15100";"Alessandria";"006003";"Alessandria";"PIEMONTE";"006";"44,9165177";"8,6168208";"+39 0131443861";"";"biblioteca@isral.it";""
"IT-AL0142";"Biblioteca dell'Istituto sperimentale per la pioppicultura";"Strada per Frassineto Po 32";"";"15033";"Casale Monferrato";"006039";"Alessandria";"PIEMONTE";"006";"45,1358";"8,484635";"+39 0142454654";"+39 014255580";"";"http://www.populus.it"
"IT-AL0143";"Biblioteca dell'Archivio vescovile";"Piazza Duomo 4";"";"15011";"Acqui Terme";"006001";"Alessandria";"PIEMONTE";"006";"44,6742314";"8,4706708";"+39 0144322078";"";"";""
"IT-AL0144";"Biblioteca e archivio storico della Cassa di risparmio di Alessandria";"Via Dante 2";"";"15100";"Alessandria";"006003";"Alessandria";"PIEMONTE";"006";"44,9137084";"8,6170965";"+39 0131203111";"+39 0131235883";"";""
"IT-AL0145";"Biblioteca e centro di documentazione del Gruppo volontariato assistenza handicappati";"Piazza S. Francesco 1";"";"15011";"Acqui Terme";"006001";"Alessandria";"PIEMONTE";"006";"44,6766694";"8,4704869";"+39 0144356346";"";"";""
"IT-AL0146";"Biblioteca del Seminario teologico Don Orione";"Via Sparpaglione 15";"";"15057";"Tortona";"006174";"Alessandria";"PIEMONTE";"006";"44,8876702";"8,8585292";"+39 0131812687";"+39 0131822167";"";""
"IT-AL0147";"Biblioteca diocesana";"Via Liutprando, 1";"";"15033";"Casale Monferrato";"006039";"Alessandria";"PIEMONTE";"006";"45,137211";"8,4534659";"+39 0142.451999";"";"archivio@diocesidicasale.191.it";""
"IT-AL0148";"Biblioteca del Convento dei Padri Cappuccini";"Via San Francesco d'Assisi 13";"";"15100";"Alessandria";"006003";"Alessandria";"PIEMONTE";"006";"44,9110231";"8,6106281";"+39 0131265590";"";"";""
"IT-AL0149";"Biblioteca del Parco naturale e area attrezzata del Sacro Monte di Crea";"";"Cascina Valperone";"15020";"Ponzano Monferrato";"006135";"Alessandria";"PIEMONTE";"006";"45,0854671";"8,2632261";"+39 0142940467";"+39 0142940163";"";""
"IT-AL0150";"Biblioteca del Gruppo archeologico del Basso Piemonte";"Via Mazzini 46";"";"15100";"Alessandria";"006003";"Alessandria";"PIEMONTE";"006";"44,9151217";"8,6177034";"+39 0131234131";"+39 0131234131";"";""
"IT-AL0151";"Biblioteca civica";"Via Roma 47";"";"15040";"Alluvioni Cambiò";"006006";"Alessandria";"PIEMONTE";"006";"44,99874";"8,783085";"+39 0131848121";"";"";""
"IT-AL0152";"Biblioteca dell'Accademia urbense di Ovada - Archivio Alto Monferrato";"Piazza Cereseto 7";"";"15076";"Ovada";"006121";"Alessandria";"PIEMONTE";"006";"44,639405";"8,6457583";"";"+39 0143321980";"";""
"IT-AL0153";"Biblioteca del Dipartimento di Scienze e Innovazione tecnologica dell' Università degli Studi del Piemonte orientale A. Avogadro";"Viale Teresa Michel, 11";"";"15121";"Alessandria";"006003";"Alessandria";"PIEMONTE";"006";"44,9227495";"8,6167519";"";"+39 0131360366";"biblio_disit@uniupo.it";"http://disit.uniupo.it/biblioteca"
"IT-AL0154";"Biblioteca dell'Azienda teatrale alessandrina";"Via Savona 3";"";"15100";"Alessandria";"006003";"Alessandria";"PIEMONTE";"006";"44,9082186";"8,6116229";"+39 0131234266";"+39 0131253200";"";""
"IT-AL0157";"Biblioteca dell'ex Ospedale psichiatrico San Giacomo";"Spalto Marengo 35";"";"15100";"Alessandria";"006003";"Alessandria";"PIEMONTE";"006";"44,917808";"8,620565";"+39 0131206983";"";"";""
"IT-AL0158";"Biblioteca dell'Ospedale civile Santi Antonio e Biagio";"Via Venezia 18";"";"15100";"Alessandria";"006003";"Alessandria";"PIEMONTE";"006";"44,9153962";"8,6204103";"+39 0131206499";"+39 0131206836";"";""
"IT-AL0159";"Biblioteca civica";"Via G. Matteotti 22";"";"15030";"Camagna Monferrato";"006026";"Alessandria";"PIEMONTE";"006";"45,0179904";"8,430448";"+39 0142225121";"";"";""
"IT-AL0161";"Biblioteca civica";"Piazza R. Caretta 7";"";"15060";"Sardigliano";"006157";"Alessandria";"PIEMONTE";"006";"44,75243";"8,895883";"+39 014349000";"";"";""
"IT-AL0162";"Biblioteca del Convento dei Padri Cappuccini";"Viale San Francesco 1";"";"15057";"Tortona";"006174";"Alessandria";"PIEMONTE";"006";"44,8970651";"8,8712313";"+39 0131861166";"";"";""
"IT-AL0164";"Biblioteca medico scientifica";"Via XXX Aprile, 30";"";"15100";"Alessandria";"006003";"Alessandria";"PIEMONTE";"006";"44,910762";"8,71055";"+39 0131206499";"+39 0131206836";"biblioteca@ospedale.al.it";"http://www.ospedale.al.it/Biblioteca.aspx"
"IT-AL0165";"Biblioteca civica";"Via Roma 75";"";"15031";"Balzola";"006011";"Alessandria";"PIEMONTE";"006";"45,1828535";"8,402165";"+39 0142804131";"";"";""
"IT-AL0166";"Biblioteca civica";"Via Prato 12";"";"15030";"Terruggia";"006171";"Alessandria";"PIEMONTE";"006";"45,0837805";"8,4403936";"+39 0142401400";"";"";""
"IT-AL0167";"Biblioteca dell'Istituto diocesano di musica sacra";"Via del Seminario 3/a";"";"15057";"Tortona";"006174";"Alessandria";"PIEMONTE";"006";"44,8976286";"8,8664597";"";"";"";""
"IT-AL0168";"Biblioteca della Scuola media statale Leardi";"Via Gonzaga 52";"";"15033";"Casale Monferrato";"006039";"Alessandria";"PIEMONTE";"006";"45,1380155";"8,458045";"+39 0142452313";"";"";""
"IT-AL0169";"Biblioteca civica G. Borghello";"Via Roma 1";"";"15060";"Albera Ligure";"006002";"Alessandria";"PIEMONTE";"006";"44,7024643";"9,06574";"+39 014390051";"";"";""
"IT-AL0170";"Biblioteca del tiro a segno nazionale";"Via Giordano Bruno, 53";"";"15100";"Alessandria";"006003";"Alessandria";"PIEMONTE";"006";"44,9177013";"8,6001837";"+39 0131222653";"";"";""
"IT-AL0171";"Biblioteca civica Luigi Rava";"Piazza A. Reggio 1";"";"15022";"Carentino";"006031";"Alessandria";"PIEMONTE";"006";"44,8288439";"8,4707318";"+39 0131777104";"";"";""
"IT-AL0172";"Biblioteca civica";"Piazza Baiveri 3";"";"15024";"Masio";"006091";"Alessandria";"PIEMONTE";"006";"44,86938";"8,405975";"+39 0131799131";"";"";""
"IT-AL0173";"Biblioteca civica";"";"";"15020";"Odalengo Piccolo";"006117";"Alessandria";"PIEMONTE";"006";"45,0720229";"8,2072184";"+39 0141919126";"";"";""
"IT-AL0174";"Biblioteca civica";"Piazzale De Gasperi 4";"";"15060";"Silvano d'Orba";"006162";"Alessandria";"PIEMONTE";"006";"44,6822931";"8,6712035";"+39 0143841491";"";"";""
"IT-AL0175";"Biblioteca civica";"Via M. Pittavino 5";"";"15010";"Visone";"006187";"Alessandria";"PIEMONTE";"006";"44,6623561";"8,5031063";"+39 0144395297";"+39 0144395800";"";""
"IT-AL0176";"Biblioteca popolare Serafino Bruna";"Via Gramsci 31";"Cascinagrossa";"15040";"Alessandria";"006003";"Alessandria";"PIEMONTE";"006";"44,9115529";"8,6097951";"";"";"";""
"IT-AL0177";"Biblioteca dell'Istituto statale d'arte B. Cellini";"Strada Pontecuore 6";"";"15048";"Valenza";"006177";"Alessandria";"PIEMONTE";"006";"45,0048304";"8,6609083";"+39 0131941764";"+39 0131942877";"";""
"IT-AL0186";"Biblioteca della Provincia di Alessandria";"Via dei Guasco 49";"";"15100";"Alessandria";"006003";"Alessandria";"PIEMONTE";"006";"44,9165177";"8,6168208";"+39 0131304014";"+39 0131304028";"progetticultura@provincia.alessandria.it";"http://www.alessandria.alpcom.it/isral"
"IT-AL0189";"Biblioteca civica";"Piazza A. Moro 3";"";"15010";"Gamalero";"006078";"Alessandria";"PIEMONTE";"006";"44,8090186";"8,542582";"";"";"";""
"IT-AL0191";"Biblioteca civica";"";"Arzello";"15010";"Melazzo";"006092";"Alessandria";"PIEMONTE";"006";"44,6450185";"8,4261111";"";"";"";""
"IT-AL0193";"Biblioteca civica Eugenio Arecco";"Via Roma 1";"";"15060";"Pasturana";"006127";"Alessandria";"PIEMONTE";"006";"44,750197";"8,74841500000002";"+39 014358171";"+39 014358520";"";"http://www.comune.pasturana.al.it/index.php?id_testi=41"
"IT-AL0194";"Biblioteca comunale Camillo Cappellaro";"Via Marconi 2";"";"15030";"Rosignano Monferrato";"006149";"Alessandria";"PIEMONTE";"006";"45,0811435";"8,3998028";"+39 0142489009";"";"";"http://www.comune.rosignanomonferrato.al.it/ComSchedaTem.asp?Id=31599"
"IT-AL0197";"Biblioteca comunale Nelson Mandela";"Via Roma 12";"";"15070";"Tagliolo Monferrato";"006169";"Alessandria";"PIEMONTE";"006";"44,639065";"8,6686669";"";"";"";""
"IT-AL0201";"Biblioteca dello Studio-Museo Pellizza";"Via Rosano 3";"";"15059";"Volpedo";"006188";"Alessandria";"PIEMONTE";"006";"44,8997097";"8,9784726";"+39 013180141";"+39 0131806577";"";""
"IT-AL0203";"Biblioteca del Liceo classico Giuseppe Saracco";"Corso Bagni 1";"";"15011";"Acqui Terme";"006001";"Alessandria";"PIEMONTE";"006";"44,6693249";"8,468739";"+39 0144322254";"";"";""
"IT-AL0206";"Biblioteca del Liceo scientifico E. Amaldi";"Via Mameli 9";"";"15067";"Novi Ligure";"006114";"Alessandria";"PIEMONTE";"006";"44,763767";"8,781416";"";"";"";""
"IT-AL0207";"Biblioteca civica Enrico Brizzolesi";"Via Brizzolesi";"";"15060";"Capriata d'Orba";"006029";"Alessandria";"PIEMONTE";"006";"44,728179";"8,6913747";"+39 0143460700";"";"";""
"IT-AL0208";"Biblioteca della Scuola media statale Dante Alighieri";"Via Verdi 6";"";"15033";"Casale Monferrato";"006039";"Alessandria";"PIEMONTE";"006";"45,1238302";"8,4548503";"+39 014271029";"";"info@leggoinrete.com";""
"IT-AL0210";"Biblioteca dell'Istituto tecnico commerciale statale Francesco Torre";"Corso Roma 4";"";"15011";"Acqui Terme";"006001";"Alessandria";"PIEMONTE";"006";"44,6769277";"8,46910500000001";"+39 014457287";"+39 014457287";"";""
"IT-AL0212";"Biblioteca dell'Istituto tecnico industriale statale Francesco Torre";"Corso C. Marx 1";"";"15011";"Acqui Terme";"006001";"Alessandria";"PIEMONTE";"006";"44,67698";"8,46044000000006";"+39 0144311708";"+39 0144311708";"segreteria@scuoletorre.it";"http://www.scuoletorre.it/"
"IT-AL0213";"Biblioteca - Centro Comunale di Cultura";"Piazza XXXI Martiri";"";"15048";"Valenza";"006177";"Alessandria";"PIEMONTE";"006";"45,014731";"8,6457613";"+39 0131949286";"+39 0131946082";"";"http://www.comune.valenza.al.it/italian/biblioteca_civica.php?iExpand1=4"
"IT-AL0214";"Biblioteca civica";"Via Guasco";"";"15060";"Francavilla Bisio";"006070";"Alessandria";"PIEMONTE";"006";"44,7324772";"8,734222";"+39 014350122";"+39 0143350900";"";""
"IT-AL0215";"Biblioteca civica";"Via I. Ferrari 16/c";"";"15060";"San Cristoforo";"006152";"Alessandria";"PIEMONTE";"006";"44,6924478";"8,7497358";"+39 0143682120";"+39 0143682260";"";""
"IT-AL0216";"Biblioteca della Scuola media statale Gerolamo Boccardo";"Via F. Scrivia 24";"";"15060";"Novi Ligure";"006114";"Alessandria";"PIEMONTE";"006";"44,7893595";"8,7883961";"+39 014376047";"+39 0140325126";"segreteria@mediaboccardo.it";""
"IT-AL0218";"Biblioteca del Liceo Giuseppe Peano";"Via Vittorio Veneto 3/a";"";"15057";"Tortona";"006174";"Alessandria";"PIEMONTE";"006";"44,8798857";"8,85735620000003";"+39 0131862259";"+39 0131861991";"";"http://www.liceopeano.it/"
"IT-AL0221";"Biblioteca civica ";"Piazza Municipio 2";"";"15020";"Mombello Monferrato";"006097";"Alessandria";"PIEMONTE";"006";"45,133042";"8,25095199999998";"+39 0142944115";"";"";""
"IT-AL0222";"Biblioteca comunale Gabriele Serrafero ";"Via Roma 37";"";"15020";"Camino";"006027";"Alessandria";"PIEMONTE";"006";"45,1622654";"8,2872415";"+39 0142469131";"+39 0142469132";"amministrativo@comune.camino.al.it";"http://www.comune.camino.al.it/biblioteca.html"
"IT-AL0225";"Biblioteca della Fondazione CR Tortona";"Corso Leoniero 6";"";"15057";"Tortona";"006174";"Alessandria";"PIEMONTE";"006";"44,897415";"8,8648547";"+39 0131822965";"";"a.vecchi@fondazionecrtortona.it";""
"IT-AL0226";"Biblioteca civica";"Piazza Genova 2";"";"15070";"Lerma";"006088";"Alessandria";"PIEMONTE";"006";"44,6355557";"8,7137433";"";"";"";""
"IT-AL0229";"Biblioteca civica dei Ragazzi";"Piazza Castello";"";"15033";"Casale Monferrato";"006039";"Alessandria";"PIEMONTE";"006";"45,1366382";"8,4477793";"+39 0142444308";"+39 0142452055";"bibliote@comune.casale-monferrato.al.it";""
"IT-AL0230";"Biblioteca del Centro documentazione Sacri Monti";"Cascina Valperone, 1";"";"15020";"Ponzano Monferrato";"006135";"Alessandria";"PIEMONTE";"006";"45,0926609";"8,2686";"+39 0141927120";"";"parco.smcrea@reteunitaria.piemonte.it";""
"IT-AL0231";"Biblioteca civica";"Via M. Talice, 13";"";"15010";"Ricaldone";"006143";"Alessandria";"PIEMONTE";"006";"44,7340459";"8,4694622";"+39 014474120";"+39 0144745968";"";""
"IT-AL0232";"Biblioteca del Club Alpino italiano - CAI Sezione Davide Guerci";"Via Giardini Aldo Moro";"";"15048";"Valenza";"006177";"Alessandria";"PIEMONTE";"006";"45,0192766";"8,6414489";"+39 0131949286";"+39 0131946082";"";""
"IT-AL0233";"Biblioteca civica G. Borsalino";"Via Borsalino 4";"";"15040";"Pecetto di Valenza";"006128";"Alessandria";"PIEMONTE";"006";"44,9894001";"8,6698754";"+39 0131940121";"+39 0131940707";"";""
"IT-AL0234";"Biblioteca Civica";"Via Volpedo 1";"";"12052";"Casalnoceto";"006040";"Alessandria";"PIEMONTE";"006";"44,9044661";"8,9478225";"";"";"";""
"IT-AL0235";"Biblioteca civica";"Via Mazza";"";"15038";"Ottiglio";"006120";"Alessandria";"PIEMONTE";"006";"45,054414";"8,340655";"+39 0142921129";"+39 0142921120";"";""
"IT-AL0236";"Biblioteca civica";"Via Santa Caterina";"";"15060";"Cantalupo Ligure";"006028";"Alessandria";"PIEMONTE";"006";"44,7192983";"9,0445281";"+39 0143950405";"";"";""
"IT-AL0237";"Biblioteca civica";"Via Garibaldi, 2";"";"15060";"Voltaggio";"006190";"Alessandria";"PIEMONTE";"006";"44,6201488";"8,8426783";"+39 0141995504";"";"";""
"IT-AL0238";"Biblioteca N. Bobbio del Dipartimento di giurisprudenza e scienze politiche, economiche e sociali dell'Università degli studi del Piemonte Orientale Amedeo Avogadro - DIGSPES - Sede di Alessandria ";"Via Cavour 84";"";"15121";"Alessandria";"006003";"Alessandria";"PIEMONTE";"006";"44,9092471";"8,6156487";"+39 0131283914";"+39 0131283911";"marco.lombardo@unipmn.it";"http://www.digspes.unipmn.it/biblioteca/"
